0	0.886537	5.886537	10.886537	15.886537	20.886537	26.427214	51.668980	61.074709	46.709794	45.884530
1	0.125885	5.125885	10.125885	15.125885	20.125885	25.645372	50.885285	61.858193	47.492851	45.124297
2	0.675910	5.675910	10.675910	15.675910	20.675910	25.722258	50.584559	62.178268	47.836054	45.676611
3	1.260696	6.260696	11.260696	16.260696	21.260696	26.493236	51.138498	61.673608	47.395501	46.260289
4	1.439994	6.439994	11.439994	16.439994	21.439994	26.876361	51.868349	60.921239	46.626866	46.438601
5	1.155746	6.155746	11.155746	16.155746	21.155746	26.693120	51.926904	60.819687	46.461810	46.153788
6	0.499111	5.499111	10.499111	15.499111	20.499112	26.020135	51.247153	61.496122	47.129359	45.497179
7	0.318766	5.318766	10.318766	15.318766	20.318766	25.451291	50.610144	62.139037	47.784296	45.320094
8	1.034653	6.034653	11.034653	16.034653	21.034653	26.160862	50.790623	62.010841	47.725652	46.034967
9	1.417946	6.417946	11.417946	16.417946	21.417947	26.766490	51.564308	61.257674	47.015358	46.417151
10	1.344956	6.344956	11.344956	16.344956	21.344957	26.850620	52.008331	60.758671	46.442482	46.343289
11	0.838820	5.838820	10.838820	15.838820	20.838821	26.378276	51.619315	61.123117	46.757986	45.836782
12	0.062171	5.062171	10.062171	15.062171	20.062171	25.591038	50.834611	61.908455	47.545236	45.060385
13	0.735123	5.735123	10.735123	15.735123	20.735122	25.780601	50.584362	62.194078	47.885737	45.736129
14	1.296341	6.296341	11.296341	16.296341	21.296341	26.540718	51.178231	61.658146	47.439272	46.296250
15	1.440578	6.440578	11.440578	16.440578	21.440578	26.885701	51.890233	60.914336	46.669043	46.439412
16	1.121051	6.121051	11.121051	16.121051	21.121052	26.660230	51.896609	60.852992	46.510868	46.119158
17	0.440279	5.440279	10.440279	15.440279	20.440279	25.959454	51.188754	61.552171	47.185676	45.438228
18	0.382816	5.382816	10.382816	15.382816	20.382816	25.470184	50.582570	62.174603	47.841089	45.384406
19	1.083306	6.083306	11.083306	16.083306	21.083306	26.219528	50.817416	62.007679	47.777127	46.083947
20	1.435526	6.435526	11.435526	16.435526	21.435526	26.795097	51.601730	61.241474	47.061916	46.435019
21	1.325778	6.325778	11.325778	16.325778	21.325779	26.836705	52.003155	60.772319	46.492142	46.324268
22	0.789028	5.789028	10.789028	15.789028	20.789029	26.327004	51.567422	61.174193	46.816362	45.786966
23	0.002231	5.002231	10.002231	15.002231	20.002231	25.540865	50.785394	61.959395	47.607762	45.004283
24	0.793413	5.793413	10.793413	15.793413	20.793413	25.840814	50.587350	62.209564	47.945126	45.794730
25	1.329750	6.329750	11.329750	16.329750	21.329750	26.586081	51.218543	61.643376	47.492275	46.329985
26	1.438329	6.438329	11.438329	16.438329	21.438329	26.891900	51.909303	60.910150	46.720530	46.437401
27	1.083840	6.083840	11.083840	16.083840	21.083840	26.624425	51.863022	60.889568	46.569805	46.082021
28	0.380055	5.380055	10.380055	15.380055	20.380056	25.897906	51.130005	61.609852	47.252092	45.377890
29	0.446684	5.446684	10.446684	15.446684	20.446684	25.500599	50.557919	62.210080	47.907699	45.448540
